"mine","mine_type","metals","country","region","location","latitude","longitude","impactID","affected_system","affected_component","affected_factor","impact.description","comment","stage","focus","contaminant","est_significance","impact_direction","mitigationID","mitigation","mitigation_description","citation","year","link"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C33","5-Societies","5E-Health/wellbeing","5E-Other","Risk of increased social exclusion of unskilled workers without any formal qualifications and language skills and their families.",NA,"operation","Local community",NA,"Low","Negative","E6M9","Yes","Contracts with suppliers should reflect measures for the prevention of risks for social conflict.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C33","5-Societies","5E-Health/wellbeing","5E-Other","Risk of increased social exclusion of unskilled workers without any formal qualifications and language skills and their families.",NA,"operation","Local community",NA,"Low","Negative","E6M10","Yes","Free or subsidised alcohol counselling for the local workers or their families can play an important role both in retention of local workforce and prevention of social problems related to increase of substance abuse trigged by changes in life style and family situation. These efforts can be coordinated with public health programs (PAARISA) and specialised local organizations.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C33","5-Societies","5E-Health/wellbeing","5E-Other","Risk of increased social exclusion of unskilled workers without any formal qualifications and language skills and their families.",NA,"operation","Local community",NA,"Low","Negative","E6M11","Yes","It is recommended to support national early pregnancy initiatives from Paarisa and health authorities. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M1","Yes","National social and public health prevention program
Paarisa","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M2","Yes","Monitoring of the demographic changes taking place in Nuuk, e.g. the number and profile of international staff locating in Nuuk , number of Greenlandic immigrants, both workers and their families.. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M3","Yes","Evaluation and if necessary improvement of the Grievance Mechanism for the operation phase of the project, based on lessons learned from the construction phase. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M4","Yes","Bi-annual review of grievances reported and solutions provided. Number of grievances received and %of them satisfactory resolved reported in Sustainability annual reports. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M5","Yes","Number of workers that extend their stay in Greenland beyond the contract period to be monitored in coordination with the Greenland authorities to fully assess the real impact. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M6","Yes","Annually revisit and monitor social indicators related to population numbers and profile, unemployment, cost of living, pressure on housing, perception of well-being, unwanted pregnancies, teenage pregnancies, STDs, TB, and HIV level. This monitoring information will allow an early “alarm bell” if demographic changes and social problems are larger than or differ from predictions. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M7","Yes","Coordinate with local authorities the selection and monitoring of indicators of social wellbeing for the vulnerable groups, as well as support initiatives and policies to protect and support vulnerable children and their families. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M8","Yes","Awareness raising and team building activities should be planned at the camp with the intention of creating intercultural understanding and respect among workers of different nationalities including providing international staff with a basic understanding of Greenlandic culture and language. This should be repeated twice a year to ensure that new staff is integrated and understanding reinforced. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M9","Yes","Contracts with suppliers should reflect measures for the prevention of risks for social conflict.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M10","Yes","Free or subsidised alcohol counselling for the local workers or their families can play an important role both in retention of local workforce and prevention of social problems related to increase of substance abuse trigged by changes in life style and family situation. These efforts can be coordinated with public health programs (PAARISA) and specialised local organizations.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C34","5-Societies","5E-Health/wellbeing","5E-Housing","Homelessness or overcrowding of households due to increased demand and cost of housing, affecting families with low income and young families.",NA,"operation","Local community",NA,"Low","Negative","E6M11","Yes","It is recommended to support national early pregnancy initiatives from Paarisa and health authorities. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C35","5-Societies","5B-Economic","5B-Other","Risk of migration of the most capable staff from the public to the private sector, resulting in a temporary decline of the quality of public services",NA,"operation","Local community",NA,"Low","Negative","E6M1","Yes","National social and public health prevention program
Paarisa","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
